date,Equity,Quality,Duration,Gold
2024-08-15,0.02068403,0.00960908,-0.00631587,-0.00083749
2024-08-16,-0.00532028,0.00424738,-0.00472333,-0.01617715
2024-08-19,0.00530825,0.00684387,0.00417953,-0.01428571
2024-08-20,0.00424409,0.00148472,-0.00251702,0.01592769
2024-08-21,-0.01819648,-0.00619864,0.00051121,-0.01501306
2024-08-22,0.00980915,0.00880101,-0.00166319,0.00604447
2024-08-23,-0.00125186,-0.00807451,-0.00373445,0.00234023
2024-08-26,0.00419181,0.00194764,0.00314724,0.00273821
2024-08-27,0.01056765,0.00894213,-0.00307431,0.01601619
2024-08-28,0.00109328,0.00056754,-0.00097808,0.00423529
2024-08-29,0.01854572,0.01014754,-0.00478170,0.00566708
2024-08-30,0.01673168,0.01596744,0.00209718,0.00643227
2024-09-02,0.01064956,0.00453831,-0.00493747,0.00736237
2024-09-03,-0.00877449,0.00353561,0.00655714,-0.00478867
2024-09-04,-0.01178724,0.00320681,0.00009669,0.00297273
2024-09-05,0.01585715,0.00412770,-0.00164240,-0.00896723
2024-09-06,0.01244577,0.02123064,0.00386064,-0.00287200
2024-09-09,0.00906399,0.00583417,-0.00532443,-0.00067033
2024-09-10,0.00613314,0.00244754,-0.00269374,0.01935271
2024-09-11,-0.00246446,-0.00163563,-0.00290036,-0.00933084
2024-09-12,-0.02113593,-0.00461894,0.00007512,-0.00154549
2024-09-13,0.01508978,0.01088395,0.00543200,0.01169986
2024-09-16,0.01274453,-0.00128264,0.00721111,0.00792693
2024-09-17,-0.00063313,0.00769498,0.00838704,0.00080452
2024-09-18,-0.00450244,-0.00055368,0.00575421,0.00185137
2024-09-19,-0.00169429,-0.00214328,0.00558518,0.00489035
2024-09-20,0.00254604,0.00198487,0.01259284,0.00484787
2024-09-23,0.01191872,-0.00038106,-0.00195516,0.00329747
2024-09-24,0.00408964,0.00810761,-0.00201890,-0.00366257
2024-09-25,0.00500241,0.00892016,-0.00217503,0.01144935
2024-09-26,0.00018661,0.00481215,-0.00370642,0.01504773
2024-09-27,-0.02470238,-0.01956292,-0.00123673,-0.00724856
2024-09-30,-0.01690389,-0.01299537,0.00860648,0.00762426
2024-10-01,0.00865081,0.00580482,-0.00147753,-0.01684132
2024-10-02,0.00928813,0.00375787,0.00482444,0.00603822
2024-10-03,0.01086581,0.01316228,-0.00456361,-0.00143055
2024-10-04,0.01689338,0.00739916,-0.00137377,0.00561336
2024-10-07,-0.00994792,-0.00940566,-0.00066127,0.00088666
2024-10-08,-0.01152766,-0.00700298,0.00359258,-0.00413998
2024-10-09,0.00861520,0.00793455,0.00882453,0.00973817
2024-10-10,-0.01262584,-0.00524011,0.00067919,-0.01170708
2024-10-11,-0.00013949,0.00832496,0.00494835,0.01443315
2024-10-14,-0.02051039,-0.01182154,-0.00206527,-0.01160794
2024-10-15,0.00039127,0.00174639,-0.01126226,-0.01680242
2024-10-16,0.00093292,0.00419666,0.00501023,-0.00260477
2024-10-17,0.00365201,-0.00412050,0.00291367,-0.01090337
2024-10-18,-0.00580059,0.01051179,0.00596714,0.00811732
2024-10-21,0.01266636,0.01738962,-0.00121595,-0.00021190
2024-10-22,0.00721773,0.00250175,-0.00452095,-0.01632044
2024-10-23,-0.00042654,0.01055689,0.00551587,0.00973906
2024-10-24,-0.00580707,-0.00489710,0.00262913,-0.00652215
2024-10-25,0.01044648,0.00449001,0.00322722,0.00379625
2024-10-28,-0.00769220,0.00432344,-0.00441751,-0.00718939
2024-10-29,0.00585300,0.00735997,0.01078528,-0.00002498
2024-10-30,-0.02099639,-0.01880568,0.00256827,-0.00139577
2024-10-31,-0.00804278,-0.00353995,0.00250434,-0.00132031
2024-11-01,0.01518235,0.00427297,-0.00361087,-0.00018626
2024-11-04,0.00745563,0.00817863,-0.00062447,-0.00811282
2024-11-05,-0.00565856,-0.00424692,0.00293826,-0.00371171
2024-11-06,0.00873631,0.01326398,-0.00047436,0.01189175
2024-11-07,-0.00119516,0.00199234,0.00320635,-0.00135916
2024-11-08,-0.00382469,-0.00010505,-0.00065457,0.01422553
2024-11-11,-0.01369978,-0.00806575,0.00824321,0.01541605
2024-11-12,0.01640583,0.01137884,-0.00142525,0.00542164
2024-11-13,-0.01452628,-0.02510323,0.00462518,0.00099504
2024-11-14,-0.00141149,0.00338057,0.00015189,-0.00419425
2024-11-15,-0.01789349,-0.00665838,0.00589801,0.00002962
2024-11-18,-0.00589757,-0.00612356,-0.00289934,-0.01102835
2024-11-19,0.01985372,0.02229337,0.00692064,-0.00117539
2024-11-20,0.01056766,0.00673193,0.00715131,0.01310093
2024-11-21,-0.00125833,-0.00221784,-0.00358533,-0.00050017
2024-11-22,0.00899005,0.00648788,0.00431143,0.01626997
2024-11-25,-0.00671118,0.00280427,-0.00003290,-0.00649544
2024-11-26,0.03593256,0.01702486,-0.00692022,-0.02294880
2024-11-27,0.01105996,0.00388123,-0.00176475,-0.00264242
2024-11-28,0.02545641,0.01943704,0.00256329,-0.00284983
2024-11-29,0.01365042,0.00496065,-0.00285755,-0.00704586
2024-12-02,0.00041490,-0.00349158,-0.00141918,-0.00076799
2024-12-03,0.01196554,-0.00197900,-0.01204921,-0.01059320
2024-12-04,0.01010592,0.00463728,-0.00411940,0.00118058
2024-12-05,-0.01221813,-0.00411076,0.00339245,0.00112101
2024-12-06,0.00426512,0.00900207,-0.00406151,-0.00569338
